"transcript_id","Start","End","Strand","Length","eh.head.S1.bam","eh.head.S2.bam","eh.head.S3.bam","eh.mid.S4.bam","eh.mid.S5.bam","eh.mid.S6.bam"
"TRINITY_DN71014_c4_g1_i2",1,462,"+",462,1,2,3,0,6,0
"TRINITY_DN71014_c4_g1_i3",1,633,"+",633,44,11,30,31,44,64
"TRINITY_DN71014_c4_g2_i3",1,409,"+",409,43,40,14,69,24,52
"TRINITY_DN71014_c4_g6_i3",1,804,"+",804,20,27,19,52,27,34
"TRINITY_DN71018_c2_g1_i2",1,789,"+",789,16,2,103,14,11,12
"TRINITY_DN71018_c2_g1_i4",1,1441,"+",1441,16,0,32,0,11,0
"TRINITY_DN71018_c2_g1_i5",1,1353,"+",1353,2,0,57,3,2,1
"TRINITY_DN71018_c2_g1_i6",1,497,"+",497,38,41,343,28,18,58
"TRINITY_DN71018_c2_g1_i8",1,364,"+",364,24,9,38,10,9,7
"TRINITY_DN71020_c0_g1_i1",1,1678,"+",1678,143,1,263,70,94,212
"TRINITY_DN71020_c0_g1_i2",1,1331,"+",1331,33,0,15,0,5,5
"TRINITY_DN71020_c0_g2_i1",1,855,"+",855,13,0,7,0,12,0
"TRINITY_DN71020_c0_g3_i1",1,646,"+",646,29,965,38,31,29,30
"TRINITY_DN71020_c0_g3_i11",1,875,"+",875,13,0,17,0,6,4
"TRINITY_DN71020_c0_g3_i12",1,320,"+",320,1,2,9,7,0,5
"TRINITY_DN71020_c0_g3_i13",1,282,"+",282,9,13,242,12,10,34
"TRINITY_DN71020_c0_g3_i3",1,490,"+",490,117,139,174,123,103,117
"TRINITY_DN71020_c0_g3_i4",1,749,"+",749,27,3,33,9,6,15
"TRINITY_DN71020_c0_g5_i1",1,757,"+",757,12,0,8,0,10,0
"TRINITY_DN71020_c0_g5_i2",1,316,"+",316,24,24,34,22,40,28
"TRINITY_DN71023_c0_g1_i4",1,1102,"+",1102,98,8,61,111,75,101
"TRINITY_DN71025_c4_g1_i1",1,315,"+",315,326,139,53,53,44,62
"TRINITY_DN71025_c4_g1_i6",1,377,"+",377,39,177,12,542,18,20
"TRINITY_DN71025_c4_g2_i1",1,547,"+",547,67,27,45,74,60,134
"TRINITY_DN71025_c4_g2_i4",1,311,"+",311,27,3,22,16,15,21
"TRINITY_DN71027_c0_g1_i4",1,1221,"+",1221,24,7,40,15,24,21
"TRINITY_DN71027_c0_g2_i1",1,660,"+",660,5,0,10,0,3,0
"TRINITY_DN71028_c4_g3_i5",1,1397,"+",1397,43,0,30,12,27,3
"TRINITY_DN71028_c4_g4_i1",1,305,"+",305,12,1,6,0,3,0
"TRINITY_DN71028_c4_g4_i2",1,354,"+",354,75,0,30,513,16,25
"TRINITY_DN71029_c0_g1_i1",1,1624,"+",1624,1283,35,137,32,28,61
"TRINITY_DN71029_c0_g1_i2",1,945,"+",945,25,0,31,14,100,4
"TRINITY_DN71030_c0_g1_i3",1,1789,"+",1789,38,4,27,27,14,39
"TRINITY_DN71030_c0_g1_i4",1,484,"+",484,17,30,33,39,23,34
"TRINITY_DN71030_c0_g1_i5",1,224,"+",224,13,3,144,19,10,57
"TRINITY_DN71039_c3_g1_i3",1,435,"+",435,2,52,0,0,0,2
"TRINITY_DN71039_c3_g1_i4",1,456,"+",456,4,58,9,8,0,8
"TRINITY_DN71039_c4_g1_i11",1,580,"+",580,0,0,62,6,0,19
"TRINITY_DN71039_c4_g1_i15",1,403,"+",403,101,24,204,21,65,12
"TRINITY_DN71039_c4_g3_i1",1,349,"+",349,0,0,8,0,0,0
"TRINITY_DN71039_c4_g3_i2",1,230,"+",230,3,0,0,8,1,0
"TRINITY_DN71041_c0_g1_i5",1,1099,"+",1099,54,0,42,10,19,12
"TRINITY_DN71042_c0_g2_i2",1,423,"+",423,38,20,45,19,36,7
"TRINITY_DN71045_c0_g1_i1",1,1313,"+",1313,11,0,6,1,16,0
"TRINITY_DN71045_c1_g1_i2",1,1164,"+",1164,0,0,1,12,8,38
"TRINITY_DN71045_c1_g1_i7",1,1141,"+",1141,0,0,0,13,67,19
"TRINITY_DN71045_c2_g1_i1",1,239,"+",239,27,0,14,11,0,0
"TRINITY_DN71046_c2_g1_i1",1,2411,"+",2411,76,6,167,70,82,78
"TRINITY_DN71048_c2_g1_i2",1,424,"+",424,75,20,26,49,30,61
"TRINITY_DN71048_c2_g5_i1",1,209,"+",209,0,0,1,2,0,0
"TRINITY_DN71048_c2_g9_i1",1,243,"+",243,99,45,173,40,67,643
"TRINITY_DN71049_c1_g1_i20",1,550,"+",550,42,9,47,72,39,13
"TRINITY_DN71049_c1_g1_i3",1,359,"+",359,6,10,11,51,4,6
"TRINITY_DN71049_c1_g1_i5",1,526,"+",526,1,10,13,55,4,2
"TRINITY_DN71050_c1_g3_i1",1,1411,"+",1411,48,15,29,13,21,20
"TRINITY_DN71050_c1_g3_i3",1,470,"+",470,5,2,3,2,3,0
"TRINITY_DN71052_c0_g5_i2",1,2144,"+",2144,103,16,131,49,57,35
"TRINITY_DN71053_c2_g1_i2",1,1140,"+",1140,8,1,50,7,7,11
"TRINITY_DN71053_c2_g4_i2",1,362,"+",362,8,13,21,30,11,42
"TRINITY_DN71053_c2_g5_i1",1,778,"+",778,4,8,9,11,3,7
"TRINITY_DN71055_c4_g3_i4",1,1611,"+",1611,50,12,66,43,57,27
"TRINITY_DN71055_c4_g5_i1",1,419,"+",419,4,0,3,0,1,0
"TRINITY_DN71056_c0_g2_i1",1,1130,"+",1130,818,86,931,627,685,259
"TRINITY_DN71056_c0_g2_i2",1,989,"+",989,396,15,354,165,396,134
"TRINITY_DN71057_c1_g4_i4",1,215,"+",215,29,33,174,44,37,92
"TRINITY_DN71058_c0_g3_i4",1,1331,"+",1331,203,7,334,21,63,106
"TRINITY_DN71059_c0_g1_i6",1,2452,"+",2452,49,7,35,42,54,10
"TRINITY_DN71059_c0_g1_i9",1,2381,"+",2381,37,10,43,70,63,14
"TRINITY_DN71060_c1_g5_i1",1,495,"+",495,5,10,10,0,0,0
"TRINITY_DN71060_c1_g5_i4",1,463,"+",463,59,16,94,55,53,707
"TRINITY_DN71062_c0_g1_i1",1,210,"+",210,0,0,0,0,1,0
"TRINITY_DN71062_c1_g1_i1",1,224,"+",224,0,0,3,0,1,0
"TRINITY_DN71062_c2_g1_i3",1,742,"+",742,14,0,6,0,4,2
"TRINITY_DN71062_c2_g1_i4",1,748,"+",748,3,0,6,0,3,5
"TRINITY_DN71062_c2_g1_i5",1,1250,"+",1250,15,0,18,1,6,2
"TRINITY_DN71062_c2_g2_i2",1,204,"+",204,34,8,103,31,19,10
"TRINITY_DN71062_c2_g2_i3",1,917,"+",917,4,0,16,5,1,5
"TRINITY_DN71062_c2_g3_i3",1,1510,"+",1510,22,0,37,22,18,2
"TRINITY_DN71062_c2_g3_i4",1,1474,"+",1474,13,0,30,18,1,4
"TRINITY_DN71062_c2_g4_i1",1,240,"+",240,2,0,3,0,0,0
"TRINITY_DN71062_c2_g6_i1",1,888,"+",888,56,33,43,9,40,8
"TRINITY_DN71063_c0_g1_i3",1,1384,"+",1384,14,4,39,2,23,16
"TRINITY_DN71063_c0_g1_i5",1,251,"+",251,110,35,440,93,59,108
"TRINITY_DN71063_c0_g1_i8",1,300,"+",300,3,0,2,0,4,5
"TRINITY_DN71063_c0_g1_i9",1,469,"+",469,3,7,1,0,6,3
"TRINITY_DN71065_c0_g1_i1",1,221,"+",221,4,52,0,0,2,15
"TRINITY_DN71065_c0_g2_i1",1,204,"+",204,0,2,0,0,0,9
"TRINITY_DN71065_c0_g5_i1",1,233,"+",233,0,17,0,0,0,0
"TRINITY_DN71066_c0_g1_i2",1,1344,"+",1344,41,0,32,2,19,0
"TRINITY_DN71067_c0_g2_i8",1,570,"+",570,7,0,10,29,31,23
"TRINITY_DN71068_c1_g1_i1",1,209,"+",209,0,34,0,0,0,6
"TRINITY_DN71068_c2_g1_i2",1,289,"+",289,2,24,9,5,2,13
"TRINITY_DN71068_c2_g1_i3",1,308,"+",308,5,15,9,5,2,9
"TRINITY_DN71068_c2_g1_i4",1,234,"+",234,7,65,0,3,2,8
"TRINITY_DN71068_c2_g1_i5",1,253,"+",253,8,53,0,4,2,1
"TRINITY_DN71068_c2_g1_i6",1,264,"+",264,0,17,0,0,0,0
"TRINITY_DN71068_c2_g2_i1",1,233,"+",233,16,1074,23,24,20,40
"TRINITY_DN71068_c2_g3_i1",1,238,"+",238,2,7,0,0,0,2
"TRINITY_DN71068_c2_g4_i2",1,289,"+",289,1,34,0,2,3,1
"TRINITY_DN71068_c2_g5_i1",1,221,"+",221,8,21,18,5,11,17
"TRINITY_DN71071_c0_g1_i4",1,1749,"+",1749,67,0,117,35,34,54
"TRINITY_DN71072_c1_g2_i2",1,257,"+",257,185,2,207,5,24,7
"TRINITY_DN71072_c1_g3_i2",1,645,"+",645,289,0,629,41,66,17
"TRINITY_DN71072_c1_g3_i4",1,397,"+",397,33,1,64,3,8,0
"TRINITY_DN71073_c0_g5_i2",1,1592,"+",1592,291,61,256,334,210,338
"TRINITY_DN71074_c0_g6_i1",1,652,"+",652,316,58,325,328,163,259
"TRINITY_DN71074_c0_g6_i3",1,601,"+",601,371,46,313,361,224,283
"TRINITY_DN71075_c0_g1_i1",1,1892,"+",1892,36,0,31,3,15,5
"TRINITY_DN71077_c0_g1_i1",1,1726,"+",1726,70,17,108,48,60,16
"TRINITY_DN71077_c0_g1_i5",1,2379,"+",2379,50,8,88,39,59,25
"TRINITY_DN71077_c0_g1_i7",1,1327,"+",1327,31,3,57,22,34,13
"TRINITY_DN71078_c0_g4_i1",1,359,"+",359,1,0,6,0,0,0
"TRINITY_DN71078_c0_g4_i2",1,259,"+",259,10,10,16,11,11,18
"TRINITY_DN71079_c0_g1_i2",1,1337,"+",1337,20,5,30,19,14,9
"TRINITY_DN71079_c0_g1_i7",1,1316,"+",1316,15,11,29,6,12,4
"TRINITY_DN71081_c0_g1_i4",1,1283,"+",1283,30,0,46,5,21,4
"TRINITY_DN71081_c0_g1_i9",1,762,"+",762,7,0,7,6,6,1
"TRINITY_DN71082_c0_g1_i11",1,1462,"+",1462,1,7,24,4,8,0
"TRINITY_DN71082_c0_g1_i13",1,1016,"+",1016,10,0,17,22,9,16
"TRINITY_DN71082_c0_g1_i15",1,1767,"+",1767,20,4,33,24,12,11
"TRINITY_DN71082_c0_g1_i16",1,894,"+",894,31,0,33,23,55,21
"TRINITY_DN71085_c0_g2_i10",1,851,"+",851,18,0,10,1,4,0
"TRINITY_DN71085_c0_g2_i13",1,856,"+",856,16,0,20,1,4,2
"TRINITY_DN71085_c0_g2_i5",1,856,"+",856,19,0,35,5,4,1
"TRINITY_DN71085_c0_g2_i7",1,363,"+",363,10,0,47,0,0,0
"TRINITY_DN71085_c0_g2_i8",1,330,"+",330,2,0,17,0,4,0
"TRINITY_DN71085_c0_g2_i9",1,823,"+",823,15,0,22,5,5,3
"TRINITY_DN71086_c2_g1_i1",1,940,"+",940,204,43,345,146,170,135
"TRINITY_DN71086_c2_g1_i2",1,901,"+",901,65,15,117,77,92,14
"TRINITY_DN71086_c2_g6_i1",1,940,"+",940,1,0,7,7,4,0
"TRINITY_DN71086_c3_g1_i1",1,277,"+",277,2,48,3,3,9,5
"TRINITY_DN71088_c3_g1_i1",1,215,"+",215,13,53,25,15,7,12
"TRINITY_DN71088_c3_g7_i1",1,206,"+",206,1,84,2,4,2,4
"TRINITY_DN71091_c0_g1_i7",1,1265,"+",1265,40,14,62,4,10,20
"TRINITY_DN71094_c2_g2_i1",1,205,"+",205,0,76,0,1,0,6
"TRINITY_DN71094_c2_g4_i1",1,299,"+",299,4,61,0,1,2,7
"TRINITY_DN71095_c1_g2_i2",1,624,"+",624,28,17,22,23,14,67
"TRINITY_DN71095_c1_g2_i3",1,633,"+",633,52,5,59,60,23,40
"TRINITY_DN71095_c1_g2_i4",1,469,"+",469,48,20,49,109,39,130
"TRINITY_DN71095_c1_g2_i6",1,235,"+",235,0,0,4,0,0,0
"TRINITY_DN71095_c1_g3_i3",1,700,"+",700,37,44,50,35,37,669
"TRINITY_DN71098_c0_g1_i1",1,305,"+",305,35,3,57,27,42,31
"TRINITY_DN71098_c2_g1_i14",1,447,"+",447,3,0,19,0,2,0
"TRINITY_DN71098_c2_g1_i16",1,1366,"+",1366,42,2,81,31,35,14
"TRINITY_DN71098_c2_g1_i18",1,1387,"+",1387,35,1,86,30,41,16
"TRINITY_DN71099_c4_g10_i1",1,287,"+",287,9,48,10,4,10,8
"TRINITY_DN71099_c4_g12_i1",1,210,"+",210,573,38,41,37,32,40
"TRINITY_DN71099_c4_g12_i2",1,294,"+",294,3,0,4,0,1,5
"TRINITY_DN71099_c4_g3_i1",1,236,"+",236,1,109,1,1,2,2
"TRINITY_DN71099_c4_g4_i1",1,209,"+",209,842,56,26,72,26,24
"TRINITY_DN71099_c4_g5_i1",1,213,"+",213,19,274,24,23,14,19
"TRINITY_DN71099_c4_g6_i1",1,236,"+",236,3,72,0,1,0,1
"TRINITY_DN71099_c4_g8_i1",1,205,"+",205,225,18,11,5,7,8
"TRINITY_DN71099_c4_g9_i1",1,252,"+",252,0,27,4,2,0,0
"TRINITY_DN710_c0_g1_i1",1,421,"+",421,3,0,2,0,3,0
"TRINITY_DN71101_c0_g2_i1",1,352,"+",352,17,5,197,11,13,34
"TRINITY_DN71101_c0_g2_i2",1,1410,"+",1410,20,0,45,5,39,25
"TRINITY_DN71103_c0_g1_i5",1,457,"+",457,118,31,131,325,65,80
"TRINITY_DN71104_c1_g10_i1",1,275,"+",275,2,84,6,2,0,46
"TRINITY_DN71104_c2_g1_i1",1,224,"+",224,0,44,0,0,0,3
"TRINITY_DN71106_c2_g4_i1",1,377,"+",377,303,21,373,257,216,188
"TRINITY_DN71107_c3_g1_i2",1,473,"+",473,156,152,206,250,148,116
"TRINITY_DN7110_c0_g1_i1",1,402,"+",402,13,291,28,14,17,3
"TRINITY_DN71110_c0_g1_i1",1,725,"+",725,8,4,19,5,5,1
"TRINITY_DN71110_c0_g1_i3",1,788,"+",788,3741,6822,5820,5262,3753,8889
"TRINITY_DN71111_c1_g1_i2",1,655,"+",655,112,0,196,51,128,114
"TRINITY_DN71111_c1_g1_i8",1,626,"+",626,143,9,303,122,224,109
"TRINITY_DN71112_c0_g1_i1",1,2045,"+",2045,145,46,349,722,118,115
"TRINITY_DN71112_c0_g1_i11",1,831,"+",831,0,3,17,0,7,6
"TRINITY_DN71112_c0_g1_i15",1,1685,"+",1685,2,1,16,125,0,0
"TRINITY_DN71112_c0_g1_i2",1,336,"+",336,0,0,0,11,0,0
"TRINITY_DN71112_c0_g1_i3",1,1475,"+",1475,3,0,157,36,8,6
"TRINITY_DN71113_c0_g1_i1",1,2036,"+",2036,34,8,62,29,19,24
"TRINITY_DN71113_c0_g1_i4",1,848,"+",848,17,4,54,13,21,6
"TRINITY_DN71115_c0_g1_i1",1,1159,"+",1159,14,0,51,6,7,0
"TRINITY_DN71115_c0_g1_i3",1,250,"+",250,0,0,5,0,0,0
"TRINITY_DN71116_c0_g3_i1",1,268,"+",268,4,285,4,5,3,2
"TRINITY_DN71116_c0_g3_i2",1,239,"+",239,9,275,6,6,5,0
"TRINITY_DN71116_c0_g5_i1",1,228,"+",228,33,551,28,24,28,37
"TRINITY_DN71116_c0_g6_i1",1,239,"+",239,7,104,11,4,0,1
"TRINITY_DN71118_c1_g1_i3",1,580,"+",580,11,10,92,6,11,15
"TRINITY_DN71118_c1_g3_i3",1,959,"+",959,21,3,71,27,38,1
"TRINITY_DN71118_c1_g3_i5",1,364,"+",364,26,17,79,25,30,26
"TRINITY_DN71118_c1_g3_i7",1,494,"+",494,15,0,29,27,43,1
"TRINITY_DN71118_c1_g7_i1",1,907,"+",907,72,18,69,22,20,11
"TRINITY_DN71118_c1_g7_i3",1,818,"+",818,68,12,100,22,17,7
"TRINITY_DN71118_c1_g7_i6",1,560,"+",560,160,0,170,71,58,55
"TRINITY_DN71119_c0_g1_i1",1,1533,"+",1533,23,0,32,8,29,8
"TRINITY_DN71120_c0_g1_i1",1,1323,"+",1323,26,0,38,16,16,13
"TRINITY_DN71120_c0_g1_i7",1,1225,"+",1225,20,15,26,30,12,11
"TRINITY_DN71120_c0_g2_i1",1,238,"+",238,18,12,25,95,11,18
"TRINITY_DN71120_c0_g9_i2",1,657,"+",657,3,12,16,0,0,19
"TRINITY_DN71120_c0_g9_i3",1,322,"+",322,42,79,148,27,28,843
"TRINITY_DN71121_c3_g1_i2",1,1774,"+",1774,102,31,88,59,116,29
"TRINITY_DN71122_c0_g1_i3",1,1062,"+",1062,34,0,21,3,19,5
"TRINITY_DN71122_c0_g1_i4",1,926,"+",926,33,0,41,7,16,7
"TRINITY_DN71122_c0_g1_i5",1,299,"+",299,2,0,10,0,0,0
"TRINITY_DN71123_c2_g1_i5",1,2022,"+",2022,92,5,131,27,54,38
"TRINITY_DN71124_c0_g1_i2",1,988,"+",988,95,15,52,60,64,16
"TRINITY_DN71126_c2_g2_i5",1,354,"+",354,47,75,19,11,18,13
"TRINITY_DN71127_c0_g1_i4",1,1509,"+",1509,31,0,28,10,18,13
"TRINITY_DN71129_c1_g3_i1",1,232,"+",232,6,118,0,0,0,8
"TRINITY_DN71130_c0_g1_i1",1,1124,"+",1124,84,0,101,17,4,2
"TRINITY_DN71130_c0_g1_i10",1,532,"+",532,102,2,17,20,10,10
"TRINITY_DN71130_c0_g1_i11",1,315,"+",315,22,0,17,3,0,0
"TRINITY_DN71130_c0_g1_i18",1,725,"+",725,115,0,96,36,14,6
"TRINITY_DN71130_c0_g1_i4",1,427,"+",427,403,57,86,65,32,61
"TRINITY_DN71130_c0_g1_i7",1,739,"+",739,26,0,45,7,7,9
"TRINITY_DN71130_c0_g1_i9",1,931,"+",931,17,0,45,10,5,0
"TRINITY_DN71130_c0_g2_i3",1,308,"+",308,2,1,2,11,0,3
"TRINITY_DN71131_c0_g1_i1",1,213,"+",213,1,13,0,0,2,0
"TRINITY_DN71131_c0_g2_i1",1,224,"+",224,0,21,0,0,0,1
"TRINITY_DN71131_c0_g2_i2",1,235,"+",235,0,48,0,0,0,0
"TRINITY_DN71131_c0_g3_i1",1,259,"+",259,0,3,0,0,0,0
"TRINITY_DN71131_c0_g4_i1",1,230,"+",230,7,962,19,9,11,4
"TRINITY_DN71131_c0_g4_i2",1,202,"+",202,30,637,23,32,34,43
"TRINITY_DN71131_c0_g4_i4",1,221,"+",221,10,181,15,0,19,9
"TRINITY_DN71131_c0_g4_i5",1,215,"+",215,26,1073,60,26,25,10
"TRINITY_DN71131_c0_g4_i6",1,217,"+",217,4,27,0,0,0,5
"TRINITY_DN71131_c0_g4_i8",1,297,"+",297,40,2118,65,36,36,45
"TRINITY_DN71132_c0_g1_i2",1,756,"+",756,121,35,80,88,136,71
"TRINITY_DN71132_c0_g2_i1",1,816,"+",816,11,11,15,1,10,2
"TRINITY_DN71132_c0_g2_i2",1,953,"+",953,50,8,51,22,70,30
"TRINITY_DN71132_c0_g2_i4",1,363,"+",363,8,3,113,11,2,88
"TRINITY_DN71133_c1_g1_i1",1,225,"+",225,1,16,0,0,0,1
"TRINITY_DN71133_c1_g1_i2",1,335,"+",335,0,12,1,0,1,4
"TRINITY_DN71133_c1_g2_i3",1,1226,"+",1226,277,0,0,0,1,1
"TRINITY_DN71133_c1_g3_i1",1,272,"+",272,8,1032,4,6,13,9
"TRINITY_DN71133_c1_g3_i5",1,297,"+",297,86,1454,76,53,61,71
"TRINITY_DN71133_c1_g3_i6",1,272,"+",272,6,128,1,3,1,10
"TRINITY_DN71133_c1_g5_i1",1,218,"+",218,48,615,36,33,96,47
"TRINITY_DN71133_c2_g1_i1",1,227,"+",227,0,13,0,0,0,0
"TRINITY_DN71134_c3_g3_i6",1,575,"+",575,206,234,198,1784,243,1337
"TRINITY_DN71134_c3_g5_i1",1,262,"+",262,5,0,0,0,0,0
"TRINITY_DN71135_c0_g1_i1",1,250,"+",250,0,0,5,0,0,0
"TRINITY_DN71135_c2_g1_i11",1,2445,"+",2445,514,1331,784,496,99,431
"TRINITY_DN71135_c2_g1_i12",1,2419,"+",2419,431,899,626,422,127,336
"TRINITY_DN71135_c2_g1_i16",1,298,"+",298,15,11,28,6,7,257
"TRINITY_DN71135_c2_g1_i2",1,764,"+",764,212,409,230,307,82,223
"TRINITY_DN71135_c2_g1_i3",1,824,"+",824,69,84,113,29,14,20
"TRINITY_DN71135_c2_g1_i6",1,730,"+",730,115,79,240,20,10,25
"TRINITY_DN71135_c2_g1_i9",1,376,"+",376,58,15,76,18,24,13
"TRINITY_DN71136_c2_g2_i10",1,279,"+",279,24,10,73,17,20,24
"TRINITY_DN71136_c2_g2_i12",1,489,"+",489,2,1,10,1,0,0
"TRINITY_DN71136_c2_g2_i13",1,468,"+",468,16,40,728,9,9,34
"TRINITY_DN71136_c2_g2_i4",1,590,"+",590,10,29,83,2,13,19
"TRINITY_DN71136_c2_g2_i9",1,1328,"+",1328,155,31,146,121,98,109
"TRINITY_DN71137_c0_g3_i5",1,1108,"+",1108,257,33,499,254,269,367
"TRINITY_DN71140_c1_g6_i4",1,1226,"+",1226,47,27,87,80,34,34
"TRINITY_DN71141_c1_g1_i8",1,438,"+",438,106,572,79,230,257,540
"TRINITY_DN71141_c1_g2_i2",1,391,"+",391,8,50,4,79,39,100
"TRINITY_DN71142_c0_g1_i1",1,491,"+",491,13,17,27,8,28,94
"TRINITY_DN71142_c0_g1_i2",1,245,"+",245,11,2,29,6,15,964
"TRINITY_DN71142_c0_g1_i3",1,409,"+",409,5,0,0,0,5,0
"TRINITY_DN71142_c0_g2_i1",1,214,"+",214,12,11,20,15,10,100
"TRINITY_DN71142_c0_g2_i2",1,307,"+",307,6,0,11,21,0,0
"TRINITY_DN71143_c3_g5_i1",1,814,"+",814,12,1988,13,19,7,11
"TRINITY_DN71143_c3_g5_i2",1,329,"+",329,3,1935,10,4,2,3
"TRINITY_DN71143_c3_g5_i3",1,205,"+",205,0,0,0,7,0,0
"TRINITY_DN71144_c0_g1_i1",1,206,"+",206,2,0,1,10,0,0
"TRINITY_DN71144_c0_g1_i3",1,863,"+",863,87,10,126,51,106,29
"TRINITY_DN71144_c0_g1_i4",1,343,"+",343,9,0,11,0,0,0
"TRINITY_DN71146_c1_g5_i3",1,418,"+",418,9,0,0,1,6,0
"TRINITY_DN71146_c1_g5_i4",1,650,"+",650,12,0,3,3,9,0
"TRINITY_DN71146_c1_g6_i3",1,628,"+",628,347,95,326,77,204,103
"TRINITY_DN71146_c1_g6_i5",1,467,"+",467,105,103,432,56,153,85
"TRINITY_DN71146_c2_g1_i2",1,2101,"+",2101,186,31,122,135,114,165
"TRINITY_DN71147_c0_g2_i2",1,706,"+",706,2,0,10,2,1,0
"TRINITY_DN71147_c0_g2_i4",1,1564,"+",1564,11,22,43,22,7,9
"TRINITY_DN71147_c0_g3_i1",1,800,"+",800,14,0,13,4,10,0
"TRINITY_DN71147_c0_g3_i5",1,1052,"+",1052,16,3,59,3,10,22
"TRINITY_DN71148_c0_g1_i3",1,241,"+",241,0,37,0,0,0,1
"TRINITY_DN71148_c0_g2_i1",1,334,"+",334,1,49,0,5,0,5
"TRINITY_DN71148_c0_g3_i1",1,222,"+",222,0,28,0,0,2,0
"TRINITY_DN71148_c0_g4_i1",1,204,"+",204,1,128,2,1,0,10
"TRINITY_DN71148_c0_g5_i1",1,202,"+",202,47,634,80,33,34,40
"TRINITY_DN71148_c0_g6_i1",1,210,"+",210,25,477,45,22,34,14
"TRINITY_DN71149_c0_g1_i1",1,228,"+",228,745,165,187,227,512,407
"TRINITY_DN71149_c0_g1_i2",1,243,"+",243,48,17,9,21,44,48
"TRINITY_DN71149_c1_g1_i11",1,321,"+",321,3,8,4,16,13,21
"TRINITY_DN71149_c1_g1_i14",1,290,"+",290,34,39,40,30,14,38
"TRINITY_DN71149_c1_g1_i15",1,595,"+",595,1337,452,381,863,1151,1040
"TRINITY_DN71149_c1_g1_i3",1,252,"+",252,11,4,12,41,8,25
"TRINITY_DN71149_c1_g1_i8",1,258,"+",258,18,17,45,22,19,46
"TRINITY_DN71149_c1_g2_i3",1,483,"+",483,73,534,97,66,38,61
"TRINITY_DN71149_c1_g2_i4",1,1071,"+",1071,9,2,24,8,14,7
"TRINITY_DN71149_c1_g2_i8",1,299,"+",299,17,2,204,9,6,7
"TRINITY_DN71149_c1_g3_i1",1,284,"+",284,35,13,214,25,28,28
"TRINITY_DN71150_c0_g4_i1",1,1340,"+",1340,505,114,652,377,434,237
"TRINITY_DN71150_c0_g4_i2",1,581,"+",581,17,34,27,24,33,31
"TRINITY_DN71156_c3_g2_i1",1,958,"+",958,291,72,535,145,140,154
"TRINITY_DN71158_c1_g8_i4",1,833,"+",833,3,0,0,41,44,5
"TRINITY_DN71158_c1_g8_i6",1,716,"+",716,5,0,0,9,15,0
"TRINITY_DN71159_c4_g1_i1",1,372,"+",372,8,12,44,18,1,21
"TRINITY_DN71159_c6_g12_i1",1,348,"+",348,6,57,14,8,8,299
"TRINITY_DN7115_c0_g1_i1",1,349,"+",349,1,2,0,0,0,7
"TRINITY_DN71161_c0_g1_i2",1,1271,"+",1271,11,0,21,7,10,2
"TRINITY_DN71161_c0_g1_i4",1,1240,"+",1240,20,0,22,9,17,5
"TRINITY_DN71162_c5_g1_i4",1,666,"+",666,114,5,160,91,40,75
"TRINITY_DN71162_c5_g2_i2",1,416,"+",416,24,0,20,28,14,23
"TRINITY_DN71163_c2_g1_i1",1,217,"+",217,2,11,0,0,0,0
"TRINITY_DN71163_c2_g2_i1",1,218,"+",218,2,33,0,0,3,0
"TRINITY_DN71163_c2_g3_i1",1,277,"+",277,0,31,0,0,0,3
"TRINITY_DN71163_c2_g3_i2",1,309,"+",309,0,25,2,1,0,0
"TRINITY_DN71163_c2_g5_i1",1,211,"+",211,16,843,49,9,13,34
"TRINITY_DN71163_c3_g1_i1",1,211,"+",211,2,97,1,13,0,6
"TRINITY_DN71163_c5_g1_i1",1,201,"+",201,1,2,1,5,0,0
"TRINITY_DN71166_c8_g1_i1",1,414,"+",414,11,0,9,5,11,5
"TRINITY_DN71168_c0_g3_i1",1,423,"+",423,4,0,10,0,0,0
"TRINITY_DN71170_c0_g4_i3",1,1186,"+",1186,35,0,37,20,35,5
"TRINITY_DN71170_c0_g8_i1",1,1372,"+",1372,1230,12,23,19,14,2
"TRINITY_DN71172_c0_g2_i1",1,303,"+",303,0,20,0,0,3,13
"TRINITY_DN71172_c0_g4_i1",1,587,"+",587,16,16,47,21,8,77
"TRINITY_DN71173_c2_g1_i10",1,477,"+",477,96,38,102,62,65,1731
"TRINITY_DN71173_c2_g1_i6",1,1625,"+",1625,104,14,233,108,126,66
"TRINITY_DN71173_c2_g3_i1",1,300,"+",300,10,5,31,10,2,10
"TRINITY_DN71175_c1_g3_i3",1,1707,"+",1707,85,28,322,30,28,19
"TRINITY_DN71175_c1_g3_i8",1,1520,"+",1520,73,29,292,17,39,13
"TRINITY_DN71176_c0_g1_i13",1,300,"+",300,0,3,45,6,3,4
"TRINITY_DN71176_c0_g1_i4",1,319,"+",319,20,0,1,1,100,0
"TRINITY_DN71176_c0_g1_i5",1,257,"+",257,6,0,14,17,6,0
"TRINITY_DN71178_c2_g1_i1",1,217,"+",217,0,20,0,0,0,0
"TRINITY_DN71178_c4_g1_i1",1,231,"+",231,0,20,0,0,0,0
"TRINITY_DN71178_c5_g10_i1",1,204,"+",204,2,71,0,0,0,10
"TRINITY_DN71178_c5_g12_i1",1,222,"+",222,4,167,5,0,4,20
"TRINITY_DN71178_c5_g1_i1",1,264,"+",264,0,23,0,0,0,0
"TRINITY_DN71178_c5_g3_i1",1,250,"+",250,0,22,0,0,0,5
